interviewernumber	questionnairecode	Age	gender	race	howlong	own_rent	adults	adultsemployed	householdincome	personalincome	originalstratum	howclosepicture	howclosewords	inf_stlmnt_accuracy	residence_accuracy	crowflies_address_indicatedinfstlmnt	crowflies_indicatedaddress_indicatedinfstlmnt	crowflies_address_infstlmnt	crowflies_indicatedaddress_infstlmnt	byroad_address_indicatedinfstlmnt	byroad_indicatedaddress_indicatedinfstlmnt	byroad_address_infstlmnt	byroad_indicatedaddress_infstlmnt	hve_fence	hve_razorwire	hve_electricfence	hve_burglarbars	hve_dogs	hve_alarm	hve_armedrespnse	hve_camera	other	want_fence	want_razorwire	want_electricfence	want_burglarbars	want_dogs	want_alarm	want_armedrespnse	want_camera	other_A	cnt_avd1	cnt_avd2	cnt_avd3	cnt_avd4	SJ1	SJ2	SJ3	SJ4	Thrt_Phy1	Thrt_Phy2	Thrt_Phy3	Thrt_Rce1	Thrt_Rce2	Thrt_Rce3	Thrt_Rce4	Thrt_Sym1	Thrt_Sym2	Thrt_Sym3	Thrt_Sym4	Thrt_Sym5	Idnt_In1	Idnt_In2	Idnt_In3	Idnt_Nd1	Idnt_Nd2	Idnt_Nd3	Att_IS1	Att_IS2	Att_IS3	Att_IS4	Att_IS5	Att_B1	Att_B2	Att_B3	Att_B4	Att_B5	PA1	PA2	PA3	PA4	Cnt_IS_see	Cnt_IS_hear	Cnt_IS_smell	Cnt_qnt_B	Cnt_qnt_IS	Cnt_pos_B	Cnt_neg_B	Cnt_pos_IS1	Cnt_Qul_IS1	Cnt_Qul_IS2	Cnt_Qul_IS3	Cnt_neg_IS1	Cnt_neg_IS2	Cnt_neg_IS3	Cnt_Ex_B1	Cnt_Ex_B2	Cnt_Ex_IS1	Cnt_Ex_IS2	PD_I_D	PD_N_D	PD_B_D	PD_Is_D	PD_I_F	PD_N_F	PD_B_F	PD_Is_F	Emot_Is_D1	Emot_Is_D2	Emot_Is_D3	Emot_Is_G1	Emot_Is_G2	Emot_Is_G3	Emot_Is_G4	Emot_Is_G5	Emot_Is_G6	Emot_Is_G7	Emot_Is_G8	CA_Is1	CA_Is2	CA_B1	CA_B2	Solidar1	Solidar2	Empath1	Empath2	Empath3	Empath4	Empth_P1	Empth_P2	Empth_P3	Domestic	Domes_PtFt	Dom_Is	Dom_Att1	Dom_Att2	Gardner	Gardn_PtFt	Gardn_Is	Gardn_Att1	Gardn_Att2	cnt_avd	SysJus	Thrt_Phy	Thrt_Rce	Thrt_Sym	Idnt_In	Idnt_Nd	Prej_IS	Prej_B	PolAtt	Cnt_Qul_IS	Cnt_neg_IS	PDisc_I	PDisc_Is	Emot_Is_D	Emot_Is_G	Emot_IS_G_Angry	Emot_IS_G_Repuls	ColAct_Is	ColAct_B	Solidar	Empath	Dom_Relat	Gardn_Relat	Cnt_IS_Visceral	CNT_Physical	CNT_Qaulity	CNT_Quantity	CNT_Extended	Distance.SelfReport	group_meansplit_crwofliesdistance
3	E29	31	1	2	8	0	3	1	16	16	3	7	2	0	1	673.15	601.4	673.15	601.4	779.23	759.04	779.23	759.04	1	0	0	1	1	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	4	0	4	4	2	2	2	2	3	0	0	1	1	3	2	3	4	4	4	4	4	4	3	3	3	5	0	2	2	1	4	0	3	3	3	4	0	0	0	4	4	4	0	4	4	4	4	0	0	0	 	4	 	4	3	3	2	4	3	2	3	4	3	3	3	2	2	2	2	1	0	0	0	4	4	4	4	4	4	4	4	4	0	4	4	4	0	1	1	9	9	1	 	 	 	 	0	2.66666666666667	2	1.25	2	4	4	2.8	1.8	3.25	4	0	3	4	3	1.125	-.501046694535077	-1.64123568342922	4	4	4	3	9	 	0	1.26561024720262	2.23108756413868	1.28881827733014	1.78493835653119	5.5	2
3	C77	29	0	2	9	0	2	1	 	 	3	6	2	1	1	450.09	620	206.17	298.25	1286.72	1368.28	237.91	350.94	1	0	0	1	0	0	0	0	 	0	1	1	0	0	1	1	0	 	1	1	2	2	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	3	3	3	6	6	6	9	5	4	4	4	6	2	3	3	3	3	1	0	0	3	2	2	1	2	1	1	1	1	1	2	 	3	 	1	3	3	1	2	3	1	3	2	2	2	2	3	4	3	4	2	1	1	0	3	3	0	0	3	1	2	2	2	1	1	1	1	0	1	1	9	9	1	 	 	 	 	1.5	2.33333333333333	3	3	3.2	4	3	6.4	4	3	1	1.33333333333333	3	2	2	2.25	1.10229504734546	-1.74559528851713	3	0	2	1.75	9	 	1	.22548636314135	-.041381875271371	-.385919729115978	.0514586626439983	5	1
3	C39	43	1	2	10	0	2	1	 	 	3	1	0	1	1	637.52	520.8	100.15	367.89	1110.13	750.59	249.16	374.32	1	0	0	1	1	0	0	0	 	0	0	0	0	0	1	0	0	 	0	0	2	2	4	1	3	1	4	4	4	4	3	3	3	3	3	3	3	3	4	4	4	3	3	3	3	1	0	7	0	5	2	0	8	0	4	3	3	3	1	1	1	3	2	2	1	2	3	3	2	0	0	3	 	3	 	2	3	3	1	2	3	1	3	1	3	1	0	4	4	4	4	4	4	4	4	1	1	1	1	3	3	3	3	3	1	3	1	3	1	 	 	 	 	1	 	 	 	 	1	1.66666666666667	4	3.25	3	4	3	2.2	3	3.25	2.66666666666667	1	3	1.5	1.33333333333333	4	.459640194724626	1.03215258825581	1	1	3	2.5	 	 	3	-1.07423400471673	.296544037053128	-.806335281185331	.966736094846647	.5	1
3	C7	48	0	2	16	0	3	0	 	 	2	2	1	0	1	198.4	372	198.4	372	418.07	525.98	418.07	525.98	1	0	0	1	0	0	0	0	 	0	0	0	0	0	1	0	0	 	1	1	1	1	3	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	9	6	5	5	5	8	5	3	3	4	4	1	0	0	3	3	2	1	2	3	3	3	1	1	2	 	3	 	1	3	3	2	2	3	1	3	1	1	1	1	3	3	2	1	1	1	1	1	3	3	1	1	3	3	3	3	3	3	1	1	1	1	 	 	 	 	1	 	 	 	 	1	3	2	3	3	3	3	6.6	5.6	3.5	3	1.33333333333333	3	1.5	1	1.625	-.533009951584362	-.973712826944587	3	1	3	3	 	 	1	-.278563479649903	.417136230847317	-.268319326535044	.295174427645555	2	1
3	C58	46	 	 	 	 	 	 	 	 	2	3	 	0	1	248	272.8	248	272.8	404.27	368.68	404.27	368.68	1	1	1	1	1	1	1	 	 	0	0	0	0	0	0	0	1	 	2	2	2	2	2	2	2	3	3	3	3	3	2	2	3	3	3	3	2	3	3	3	3	3	3	3	9	9	9	9	9	5	5	5	5	5	3	3	3	3	1	1	1	3	3	2	2	2	2	2	2	2	2	2	 	3	 	3	2	2	1	1	1	1	2	2	3	2	3	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	2	1	3	1	1	 	 	 	 	 	 	 	 	 	2	2.33333333333333	3	2.5	2.8	3	3	9	5	3	2	2	1.5	1.5	2.66666666666667	4	.459640194724626	1.03215258825581	3	3	3	2.75	 	 	3	 	 	 	 	1.5	1
3	C11	45	0	2	4	1	2	1	 	 	2	3	1	0	1	124	111.6	124	111.6	311.74	181.18	311.74	181.18	1	0	0	1	1	0	0	0	 	0	0	0	0	0	1	1	0	 	0	0	3	4	4	1	1	1	4	4	4	2	3	3	3	3	3	3	3	3	4	4	4	4	4	4	7	8	8	9	9	2	2	7	9	8	3	4	3	3	1	1	1	2	2	3	1	3	1	1	1	0	4	3	 	4	 	0	4	4	0	0	4	1	4	1	2	1	0	4	4	4	4	4	4	4	4	3	3	3	3	2	2	3	1	1	1	3	3	1	1	 	 	 	 	1	 	 	 	 	1.75	1	4	2.75	3	4	4	8.2	5.6	3.25	1	2.33333333333333	4	.5	1	4	.459640194724626	1.03215258825581	3	3	2	1.5	 	 	3	-.681652158928978	.292420443225472	-.272301726690772	-.19472194566459	2.5	1
3	C90	59	0	2	26	0	2	0	16	16	2	4	1	0	0	223.2	223.2	223.2	223.2	305.46	305.46	305.46	305.46	1	0	0	1	1	1	1	0	 	0	0	0	0	0	0	0	0	 	1	1	3	3	3	1	1	1	3	3	3	2	3	3	3	3	3	3	3	3	4	4	4	4	4	4	5	5	3	6	2	4	4	2	6	1	3	3	4	4	1	0	0	1	1	2	1	2	3	3	3	1	1	2	 	1	 	0	3	3	1	2	3	1	3	3	2	2	2	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	1	1	3	1	 	 	 	 	0	1	1	9	9	2	1	3	2.75	3	4	4	4.2	3.4	3.5	3	1.33333333333333	3	2.5	2	3	-.421630348628606	.614435758415956	2	3	3	3	 	9	1	-.333774304866002	.581298167184622	-1.89949992511214	-1.14500462458284	3	1
3	C66	37	1	2	1	1	2	2	8	 	3	3	2	1	1	992.14	917.6	546.68	572.419	1653.36	1590.15	1108.7	581.96	1	0	0	1	0	0	0	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	3	0	3	2	2	2	1	3	3	2	3	2	1	3	3	2	4	4	3	3	3	3	5	6	9	9	7	6	5	5	5	5	3	4	4	4	0	0	0	2	2	3	1	2	2	2	2	1	1	1	 	1	 	2	3	2	2	1	3	3	3	2	4	4	4	4	4	4	4	4	4	4	4	2	3	1	2	1	1	2	2	2	2	2	3	2	1	 	 	 	 	1	 	 	 	 	0	1.66666666666667	1.66666666666667	2.75	2.2	3.66666666666667	3	7.2	5.2	3.75	2	1	3	1.5	4	4	.459640194724626	1.03215258825581	2.5	1.5	1	2	 	 	0	1.03360450512655	.350959629647917	-.6247549938375	-.142126613444281	3.5	2
4	D72	53	1	2	23	0	2	1	16	16	2	8	3	0	1	148.8	229.4	148.8	229.4	184.63	257.95	184.63	257.95	1	0	0	1	1	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	2	1	3	1	1	3	2	2	2	1	3	1	1	1	0	3	2	2	4	4	3	3	3	3	4	4	4	4	1	2	2	2	3	0	3	3	3	2	0	0	0	2	1	2	0	2	3	3	3	0	0	1	 	3	 	1	3	3	1	2	3	1	3	1	2	2	2	3	3	3	2	1	0	0	0	3	3	3	3	3	3	2	2	2	2	3	1	3	0	1	1	9	9	1	 	 	 	 	.75	1.66666666666667	2	1.5	1.6	3.66666666666667	3	3.4	1.8	2.75	3	.333333333333333	3	1.5	2	1.5	.523326219428682	-2.12720851361463	3	3	3	2	9	 	0	.430161748138541	1.098018584678	-1.79090324987055	.0435517189940749	7	1
4	D76	40	0	2	15	0	3	1	 	 	3	3	2	1	1	434	496	297.09	300.17	734.8	730.74	278.32	563.56	1	1	0	1	1	1	1	0	 	0	0	1	0	0	0	0	1	 	0	1	2	3	4	0	0	2	3	3	3	1	2	1	2	3	3	2	1	1	4	4	3	3	2	3	7	5	5	7	5	2	3	3	5	4	4	1	4	4	0	0	0	3	3	3	2	3	2	3	2	2	2	2	 	0	 	0	2	2	2	3	2	3	3	3	3	2	3	3	3	4	4	2	1	1	1	3	3	3	3	2	3	3	2	2	3	3	1	3	1	 	 	 	 	1	 	 	 	 	1.5	.666666666666667	3	1.5	2	3.66666666666667	2.66666666666667	5.8	3.4	3.25	2.33333333333333	2	2	3	2.66666666666667	2.375	1.0337641553463	-1.53442007399846	3	3	2.5	2.5	 	 	0	.219294952000514	.822495615129717	.867295616113336	-2.15610828205517	3.5	2
4	D21	69	1	2	41	0	4	3	 	 	3	7	2	1	1	706.8	694.4	256.35	385.82	737.18	698.14	427.29	387.62	1	0	0	1	0	0	0	0	 	0	0	0	0	0	1	1	0	 	1	1	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	5	5	4	8	2	4	4	4	6	0	4	4	4	3	0	0	0	1	1	2	1	2	3	3	3	1	1	2	 	2	 	0	3	3	0	2	3	0	4	3	2	1	1	4	4	4	4	3	1	2	0	1	1	1	1	3	3	3	3	3	1	1	1	3	1	 	 	 	 	1	 	 	 	 	2	2.33333333333333	3	3	3	4	4	4.8	3.6	3.75	3	1.33333333333333	3	2.5	1.33333333333333	2.75	1.64814288142856	-1.63453031408452	1	1	3	2.5	 	 	0	.39429907612213	.551884163412473	-1.84023460254034	-.813809378693283	5.5	1
4	D74	44	0	2	40	0	4	2	 	 	3	8	3	1	0	942.4	942.4	778.75	778.75	1393.62	1393.62	1352.94	1352.94	0	0	0	1	0	1	0	0	 	1	0	0	0	0	0	0	0	 	3	3	3	3	4	1	1	1	3	3	3	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	8	9	3	9	0	7	8	2	9	0	4	4	3	4	0	0	0	4	4	2	2	0	3	3	3	1	1	1	 	2	 	0	4	3	1	2	3	1	3	1	4	3	3	4	4	4	4	4	4	4	4	3	3	1	1	1	1	3	3	3	1	1	1	3	0	1	1	9	9	0	1	1	9	9	3	1	3	3.75	3	3	3	5.8	5.2	3.75	3	1	3.5	1.5	3.33333333333333	4	.459640194724626	1.03215258825581	3	1	1	2.5	9	9	0	2.24300787422532	-.630476660917361	.635568928490603	-.0870332614498324	7	2
4	D39	34	2	2	25	0	2	1	 	 	3	8	4	1	1	992	1252.4	299.61	516.02	1299.2	1582.95	545.85	835.8	1	0	0	0	1	0	0	0	 	0	0	1	0	0	1	1	1	 	2	4	4	4	4	 	4	1	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	9	9	9	9	9	9	9	9	9	9	4	4	4	4	0	0	0	4	4	0	4	0	0	0	0	4	4	4	 	0	 	0	4	4	0	0	4	0	4	0	1	1	1	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	1	1	3	1	 	 	 	 	1	 	 	 	 	3.5	1.66666666666667	4	4	3.6	4	4	9	9	4	0	4	4	0	1	4	.459640194724626	1.03215258825581	0	0	0	0	 	 	0	1.49188862686847	-2.93516506454327	1.26978609091216	-1.43757033072945	8	2
4	D55	32	1	2	12	0	2	2	 	 	3	8	4	1	1	1147.85	1612	437.85	845.05	1520.37	2001.96	783.31	1255.9	1	0	0	1	0	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	2	1	3	1	3	3	1	1	1	1	3	1	1	1	1	3	3	1	4	4	4	4	4	4	4	4	4	6	0	3	2	2	4	0	3	3	3	1	0	0	0	3	2	3	0	2	3	3	3	0	0	1	 	3	 	1	3	3	1	2	3	1	3	1	2	2	2	2	2	2	2	0	0	0	0	3	3	3	3	3	3	3	3	1	1	3	3	3	1	 	 	 	 	1	 	 	 	 	.75	2.33333333333333	1	1.5	1.8	4	4	3.6	2.2	2.5	3	.333333333333333	3	1.5	2	1	-.504784226058122	-1.79400136291263	3	3	3	2	 	 	0	1.46570257822915	1.24966472923623	-.500715903921017	.0708322800199574	8	2
4	D79	59	1	2	21	0	3	1	 	 	3	 	4	1	1	1153.2	1587.2	456.97	843.34	1544.26	2001.96	802.17	1255.9	1	0	0	1	0	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	4	1	3	3	1	1	1	1	3	3	1	1	1	1	1	1	3	3	3	3	3	3	3	3	2	5	0	2	2	2	4	0	3	3	3	3	0	0	0	1	0	2	1	1	2	3	3	1	1	1	 	2	 	0	2	2	1	1	3	1	3	1	2	2	2	2	2	2	2	1	1	1	1	3	3	1	1	3	3	1	1	1	1	1	1	1	1	 	 	 	 	1	 	 	 	 	0	2.33333333333333	1	2	1	3	3	2.6	2	3	2.66666666666667	1	2.5	1	2	1.5	-.903842559019981	-.798641217168265	3	1	3	1	 	 	0	 	 	 	 	4	2
4	D30	26	0	2	8	0	3	1	 	 	2	1	0	0	1	54.29	62	54.29	62	52.76	55.25	52.76	55.25	1	0	0	1	1	0	0	0	 	0	0	0	0	0	1	1	0	 	3	3	3	4	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	9	9	9	9	9	9	9	9	9	9	4	4	4	4	1	1	1	4	4	1	2	0	0	0	0	4	4	4	 	4	 	2	4	4	0	0	4	0	4	0	0	0	0	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 	 	 	 	1	 	 	 	 	3.25	2.33333333333333	3	3	3	3	3	9	9	4	0	4	4	0	0	4	.459640194724626	1.03215258825581	0	0	0	0	 	 	3	-1.03000996112265	-2.45937905327196	.492491136722081	1.58752683342939	.5	1
4	D32	37	1	2	12	0	4	2	 	 	1	1	0	0	1	45.39	99.2	45.39	99.2	50.08	220.36	50.08	220.36	1	0	0	1	0	0	0	0	 	0	0	0	0	0	1	1	0	 	4	4	4	4	4	0	3	3	4	4	4	4	4	1	3	4	4	4	4	4	4	4	4	4	4	4	7	6	6	9	7	5	5	5	8	6	4	4	3	3	1	1	1	3	4	2	2	0	1	1	1	3	3	3	 	2	 	1	3	3	1	0	4	0	4	1	1	1	1	4	4	4	4	2	1	1	0	0	0	0	0	0	0	1	1	1	1	3	3	3	1	 	 	 	 	1	 	 	 	 	4	2	4	3	4	4	4	7	5.8	3.5	1	3	3.5	.5	1	2.5	1.80188693393367	-2.09114295618511	0	0	0	1	 	 	3	-1.15145852706132	-1.40667515461716	.0933340656455097	.0898488240792434	.5	1
4	D82	48	0	2	23	0	3	2	 	 	3	8	3	1	1	668.42	880.4	421.9	377.52	863.03	774.56	545.57	478.61	0	0	0	1	0	0	0	0	 	1	0	0	0	0	0	0	0	 	1	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	3	3	3	1	1	1	2	0	0	0	0	0	0	3	3	1	1	1	0	0	4	4	4	0	3	4	4	4	0	0	1	 	4	 	3	3	3	3	4	3	2	4	4	3	3	3	3	3	3	2	0	0	0	0	4	4	3	3	4	4	4	4	4	4	4	4	4	0	0	0	9	9	1	 	 	 	 	1.5	1	1	1	1.2	3	3	1	0	2	4	.333333333333333	3	4	3	1.375	.519588687905636	-2.27997419309804	4	3	4	4	9	 	1	.946824006765966	2.02380876335647	1.04072203198977	1.30677578672416	7	2
4	D71	63	0	2	23	0	5	3	 	 	3	8	3	1	0	1178	1178	67.2	67.2	1886.34	1886.34	64.8	64.8	1	0	0	1	0	0	0	0	 	0	0	0	0	0	1	0	0	 	0	0	1	2	1	1	1	1	2	2	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	4	4	4	6	3	2	2	1	4	0	3	1	1	1	0	0	0	2	2	2	1	2	3	3	3	1	1	2	 	2	 	1	3	3	3	3	3	1	3	3	3	1	1	3	3	4	4	1	1	1	1	1	3	3	3	1	1	3	3	2	1	3	3	3	1	 	 	 	 	1	 	 	 	 	.75	1	2	3	2.6	3	3	4.2	1.8	1.5	3	1.33333333333333	3	3	1.66666666666667	2.25	1.03002662382325	-1.68718575348187	2	3	1	2.25	 	 	0	.280410328426232	.688433598565389	-1.02415758790103	-.537459668000792	7	1
4	D69	67	1	2	34	0	2	1	 	 	2	1	0	0	1	74.4	80.6	74.4	80.5999	296.58	262.06	296.58	262.06	1	1	0	1	1	1	0	0	 	0	0	0	0	0	0	1	0	 	0	0	0	0	1	1	3	3	1	3	3	1	1	1	1	1	1	2	1	3	3	3	3	3	3	3	2	1	0	3	0	1	1	0	1	0	1	3	3	3	1	1	1	3	3	3	1	3	3	3	3	0	0	2	 	4	 	2	3	3	2	3	3	2	3	3	3	3	3	4	4	4	4	4	4	4	4	1	3	3	3	3	3	3	3	3	3	1	1	3	0	1	1	9	9	0	1	1	9	9	0	2.33333333333333	2.33333333333333	1	1.6	3	3	1.2	.6	2.5	3	.666666666666667	3	3	3	4	.459640194724626	1.03215258825581	2	3	3	3	9	9	3	-1.08867282722258	1.10774818694413	.000745153613971181	1.07436639339237	.5	1
4	D44	36	1	2	11	0	3	2	 	 	3	2	1	0	0	99.2	99.2	99.2	99.2	266.25	266.25	266.25	266.25	1	0	0	1	0	1	0	0	 	0	0	0	0	0	0	0	0	 	2	2	3	2	1	1	3	3	3	3	3	1	1	1	1	3	3	3	3	3	3	3	3	1	1	3	5	5	5	5	5	5	5	5	5	5	3	3	3	3	1	0	0	2	2	3	2	2	2	2	2	1	1	2	 	3	 	2	3	3	3	3	3	3	3	3	2	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	3	3	1	1	3	0	1	1	9	9	0	1	0	9	9	2.25	2.33333333333333	3	1	3	3	1.66666666666667	5	5	3	2	1.33333333333333	3	3	1.33333333333333	3	-.421630348628606	.614435758415956	3	3	3	2	9	9	1	-.452274167284929	.181136257916383	-.695569094240222	.498850733664393	2	1
4	D28	78	1	2	41	0	1	0	 	 	3	7	3	1	1	764.94	892.8	561.35	588.919	1122.19	1300.06	916.14	855.93	1	1	0	1	0	0	0	0	 	0	0	0	0	1	1	0	0	 	1	1	1	2	3	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	3	3	2	5	0	2	2	1	3	0	3	3	1	1	0	0	0	1	1	2	0	2	3	3	3	1	1	2	 	1	 	0	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	1	3	1	1	1	1	1	1	3	3	2	1	1	2	1	1	3	1	 	 	 	 	1	 	 	 	 	1.25	1	3	3	3	4	4	2.6	1.6	2	3	1.33333333333333	3	3	2	2.25	.168526173982436	-.878751099167664	1	1	3	1.5	 	 	0	1.21849062721138	.675626405936342	-1.84526134518584	-1.0789260946828	6.5	2
10	J15	59	0	2	32	0	2	2	 	 	3	1	0	0	0	202.85	202.85	202.85	202.85	1063.64	1063.64	1063.64	1063.64	1	0	0	1	0	1	0	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	4	0	2	 	4	4	4	4	4	4	1	3	2	4	3	4	4	4	4	4	4	4	9	9	5	9	1	9	9	5	9	1	4	4	4	4	1	1	1	4	4	3	1	0	2	2	2	2	2	2	 	4	 	4	4	4	0	 	4	1	4	1	0	0	0	4	4	4	4	4	4	4	4	3	3	1	1	1	1	1	1	1	1	1	1	4	1	 	 	 	 	1	 	 	 	 	0	.666666666666667	4	3.25	3.2	4	4	6.6	6.6	4	2	2	4	.5	0	4	.459640194724626	1.03215258825581	3	1	1	1	 	 	3	-.204863495187417	-.914476315739975	.315624409443492	2.82894802784046	.5	1
10	J75	45	1	2	16	0	2	0	 	 	2	5	1	0	0	99.2	99.2	99.2	99.2	117.88	117.88	117.88	117.88	1	0	0	1	0	0	0	0	 	0	0	0	0	0	1	1	0	 	0	0	0	0	3	1	1	3	4	4	4	4	4	4	2	1	4	2	1	4	4	4	4	4	4	4	5	5	2	5	5	5	5	5	5	5	3	4	2	3	0	0	0	1	1	3	1	2	3	3	3	0	0	2	 	1	 	1	3	3	3	3	3	1	2	3	2	2	2	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	3	1	 	 	 	 	1	 	 	 	 	0	1.66666666666667	4	3.5	2.4	4	4	4.4	5	3	3	.666666666666667	3	3	2	3.125	-.0240460044517995	.395205023725972	3	3	3	2.5	 	 	0	-.326619551155303	1.15637134240229	-1.84550132509053	-.940513302531249	3.5	1
10	J12	57	1	2	26	0	4	2	 	 	3	 	 	1	1	1116	1233.61	771.97	817.08	1353.75	1485.5	1178.92	1314.05	1	0	0	1	1	0	0	0	 	0	0	0	0	0	1	1	0	 	0	0	0	0	3	1	1	1	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	9	9	9	9	9	9	9	9	9	9	4	4	4	4	0	0	0	1	1	3	1	 	 	 	 	 	 	 	 	 	 	 	4	4	0	0	3	1	3	1	2	2	2	4	4	4	4	4	4	4	4	3	3	3	3	3	3	1	1	1	1	1	1	1	1	 	 	 	 	1	 	 	 	 	0	1	4	3.75	3.8	4	4	9	9	4	 	 	3.5	.5	2	4	.459640194724626	1.03215258825581	3	3	3	1	 	 	0	 	 	 	 	 	2
10	J19	20	1	2	20	0	 	 	 	 	3	8	3	1	0	1351.6	1351.6	1037.03	1037.03	2095.04	2095.04	1390.15	1390.15	1	0	1	1	0	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	0	1	4	0	2	3	4	4	4	3	3	1	2	4	3	4	1	4	4	4	4	4	4	4	9	9	9	9	9	5	5	5	5	5	1	3	3	3	0	0	0	2	1	0	2	0	3	3	3	 	3	3	 	1	 	2	3	4	4	3	4	1	3	3	2	2	2	3	3	3	3	3	3	3	3	1	3	1	3	1	1	3	3	2	3	0	0	4	0	0	0	9	9	0	0	2	9	9	.25	1.66666666666667	4	2.25	3.2	4	4	9	5	2.5	3	2	3.5	3	2	3	-.421630348628606	.614435758415956	2	2	1	2.75	9	9	0	2.35430122446813	-1.87489501202222	-1.81495381444135	.907042119505066	7	2
10	J81	51	0	2	30	0	2	1	 	11	2	8	1	0	0	186	186	186	186	272.53	272.53	272.53	272.53	1	0	0	1	0	1	1	0	 	0	1	1	0	0	0	0	1	 	0	4	4	4	3	1	3	0	4	2	4	1	4	3	1	0	4	4	4	4	4	4	4	4	0	4	5	5	5	3	9	0	0	2	4	9	4	4	4	4	1	1	0	3	3	3	1	2	2	3	2	2	2	2	 	4	 	4	3	4	3	3	3	3	3	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	3	2	4	4	4	4	4	4	0	4	1	 	 	 	 	1	 	 	 	 	3	1.33333333333333	3.33333333333333	2.25	3.2	4	2.66666666666667	5.4	3	4	2.33333333333333	2	3	3.5	4	3.75	-.262725176827729	1.39180848546323	4	3.5	3	4	 	 	2	-.0119002846095123	.127136079352314	.0557011150866566	2.0590483571397	5	1
10	J90	29	1	2	35	0	1	1	8	 	2	4	1	0	1	148.8	229.4	148.8	229.4	348.64	403.78	348.64	403.78	1	0	0	1	1	0	0	0	 	0	1	1	0	0	1	1	1	 	0	0	4	4	4	0	4	4	4	4	4	4	2	2	2	4	4	4	1	3	4	4	2	4	2	2	5	5	5	9	7	5	5	5	5	5	2	3	3	3	0	0	0	3	2	3	1	2	2	2	2	2	1	2	 	1	 	0	2	3	0	1	3	2	3	1	0	 	 	 	 	4	 	 	 	 	 	3	3	2	3	1	1	1	1	1	1	1	1	3	1	 	 	 	 	1	 	 	 	 	2	2.66666666666667	4	2.5	3.2	3.33333333333333	2.66666666666667	6.2	5	2.75	2	1.66666666666667	2.5	1	0	.5	 	 	3	2.5	1	1	 	 	0	.00647284150340033	.704977662603302	-.145410079942188	-1.45294496908782	3	1
2	E74	26	1	2	1	1	2	1	7	 	2	5	1	0	1	272.8	124	272.8	124	456.64	272.81	456.64	272.81	1	0	0	1	0	0	0	0	 	0	1	1	0	1	1	1	1	 	2	0	2	2	1	1	1	2	4	3	3	4	4	3	3	3	4	3	4	4	4	4	3	4	3	4	6	6	8	1	3	7	7	8	2	2	3	4	3	4	1	0	0	3	2	1	2	4	3	3	3	1	3	3	 	3	 	2	2	3	3	1	3	3	3	3	4	 	 	4	 	 	 	 	 	 	 	4	4	4	4	3	3	3	1	3	4	3	1	4	1	 	 	 	 	1	1	0	9	8	1.5	1.33333333333333	3.33333333333333	3.5	3.6	3.66666666666667	3.66666666666667	4.8	5.2	3.5	3	2.33333333333333	2.5	2	1.33333333333333	.5	 	 	4	4	3	2.75	 	8.5	1	.0604680011891532	.108017720988445	.116287686805448	.565825999991503	3.5	1
